id,Durations,Distance,Latitude,Longitude
39869.0,1793.65,24153.67,41.96581197,-87.65587879
39882.0,1883.89,24988.66,41.9442266,-87.65599818
39897.0,1890.39,23740.94,41.89060885,-87.75604671
39909.0,2294.19,30754.5,41.87886558,-87.62519214
39922.0,2171.7,29133.79,41.89250778,-87.62621491
39935.0,2122.2,28620.05,41.89960211,-87.63330804
39952.0,2410.26,31438.39,41.87060737,-87.62217294
39967.0,2273.13,30170.0,41.89092203,-87.61886836
39982.0,2341.91,30442.36,41.88498719,-87.62099291
39994.0,2122.2,28620.05,41.89960211,-87.63330804
40013.0,2135.07,28835.74,41.89321636,-87.63784421
40027.0,2273.13,30170.0,41.89092203,-87.61886836
40042.0,1883.89,24988.66,41.9442266,-87.65599818
40059.0,369.36,2585.97,41.98026432,-87.9136246
40071.0,2122.2,28620.05,41.89960211,-87.63330804
40084.0,2171.7,29133.79,41.89250778,-87.62621491
40095.0,2232.71,29956.32,41.86790242,-87.64295867
40108.0,1588.78,21985.04,41.92276062,-87.69915534
40122.0,1883.89,24988.66,41.9442266,-87.65599818
40135.0,369.36,2585.97,41.98026432,-87.9136246
40148.0,2294.19,30754.5,41.87886558,-87.62519214
40160.0,2122.2,28620.05,41.89960211,-87.63330804
40173.0,2273.13,30170.0,41.89092203,-87.61886836
40185.0,2313.65,31203.91,41.87400538,-87.66351755
40198.0,1883.89,24988.66,41.9442266,-87.65599818
40217.0,1919.38,25246.57,41.90120699,-87.67635599
40240.0,1621.95,21236.15,41.94779159,-87.68383494
40266.0,1853.91,25411.76,41.92268628,-87.64948873
40297.0,1846.76,24572.32,41.96217863,-87.64537876
40319.0,1919.28,23815.87,41.9867118,-87.66341641
40341.0,2084.41,27629.05,41.90949567,-87.6309636
40374.0,1919.38,25246.57,41.90120699,-87.67635599
40402.0,2218.16,29630.74,41.89503345,-87.61971067
40432.0,2067.61,27206.89,41.94982935,-87.64396537
40485.0,2171.7,29133.79,41.89250778,-87.62621491
40506.0,1921.57,26734.65,41.89265811,-87.65253448
40536.0,2122.2,28620.05,41.89960211,-87.63330804
